from,to,length,speed,numLanes
dublin,bray,199.2786993132984,10,1
dublin,antrim,1672.3875149019739,10,1
dublin,longford,1088.1589957354577,10,2
dublin,carlow,800.7558928912107,10,1
dublin,limerick,1796.2541579631763,10,1
dublin,wexford,1259.3649193144931,10,1
dublin,roscommon,1339.9466407286523,10,1
dublin,cavan,1032.8300925128005,10,1
dublin,waterford,1466.0873098148008,10,1
antrim,navan,1303.4354606193588,10,2
antrim,dublin,1672.3875149019739,10,2
antrim,dundalk,859.9779066929568,10,1
antrim,letterkenny,992.0126007264222,10,2
antrim,cork,3786.418096301569,10,1
antrim,wexford,2928.535470162518,10,1
antrim,naas,1879.6704498395457,10,1
antrim,roscommon,1769.962993963433,10,1
antrim,derry,780.5696637712741,10,1
antrim,ennis,2910.966334398253,10,2
antrim,tullamore,1896.341741353599,10,1
antrim,castlebar,2243.2220130874252,10,2
antrim,cavan,1048.3711174960897,10,1
antrim,athlone,1842.738179991938,10,1
craigavon,omagh,576.195279397532,10,2
craigavon,enniskillen,701.8753450577958,10,1
craigavon,limerick,2612.8976252429024,10,1
craigavon,cork,3430.426358340899,10,1
craigavon,waterford,2739.437350990163,10,1
craigavon,castlebar,1983.001765001736,10,1
craigavon,portlaoise,1857.8743229831236,10,1
craigavon,dublin,1353.9693497269427,10,1
carlow,longford,1284.4454056128661,10,1
carlow,castlebar,2049.9329257319614,10,2
carlow,antrim,2377.0675211276603,10,1
carlow,bray,761.5418570242873,10,1
carlow,enniskillen,1963.6588298378108,10,1
carlow,letterkenny,2714.0598740632086,10,1
carlow,athlone,1029.49793588914,10,1
cavan,portlaoise,1269.0003940109711,10,1
cavan,enniskillen,489.41189196830925,10,2
cavan,galway,1504.6983086319995,10,1
cavan,dublin,1032.8300925128005,10,1
cavan,longford,455.51728836565576,10,1
cavan,monaghan,362.9063240011119,10,1
ennis,derry,2904.2703042244534,10,2
ennis,carlow,1406.2805552236011,10,1
ennis,sligo,1794.245245221511,10,1
ennis,portlaoise,1215.9198164352779,10,2
ennis,wexford,1865.080427220231,10,1
ennis,athlone,1082.6823172103625,10,1
ennis,galway,535.0756955796068,10,1
ennis,roscommon,1166.5144662626349,10,1
ennis,omagh,2433.2950910236923,10,1
ennis,craigavon,2570.4116401852834,10,1
cork,waterford,1093.8381964440628,10,1
cork,clonmel,834.8652585896721,10,1
cork,castlebar,2499.6281723488396,10,2
cork,dublin,2360.622375561157,10,1
cork,tralee,948.9051585906781,10,1
cork,kilkenny,1294.0208653650063,10,1
cork,enniskillen,3128.1694327513655,10,1
cork,wexford,1522.1517664148998,10,2
cork,omagh,3453.7437658286117,10,1
cork,tullamore,1891.0975649077443,10,1
derry,sligo,1181.4609599982557,10,2
derry,letterkenny,275.40878707840824,10,1
derry,cavan,1253.186737880672,10,1
derry,waterford,3446.102871360633,10,1
derry,enniskillen,833.7247747308461,10,3
derry,ennis,2904.2703042244534,10,2
derry,craigavon,900.201088646309,10,2
derry,tullamore,2156.1022703016665,10,1
